F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
806000,54.8540010017185,533259.390025087,159489.398647553,54121.3453004479,313167.43183633,19042.9725696268,34794.8463128893,32537.7015956817,25931.3753904988,1
807000,52.4447100341773,643790.395095185,221041.946084777,72241.0201566595,484180.421904031,31449.6102740509,64717.4277691603,29242.1930920101,33797.1042462132,2
808000,55.7918385181354,595304.179076694,265981.890122929,79316.5160964162,570644.131650172,35308.2088838607,94850.5255015707,30150.2258949607,35289.920887946,2
809000,48.2411744027745,305695.936641891,180268.938008782,49650.9188179429,446078.13460379,31380.7592400606,78518.2202648078,25413.633925349,27054.6138363454,2
810000,46.3065711312165,221111.702912913,172269.470623781,41318.5066088051,397719.362526307,29343.034689352,77455.9041688534,25304.6773511983,24535.8997617958,2
811000,39.8444100861172,35938.9716211666,84138.7926362918,18783.5342706066,168402.06486669,14540.0543085788,42093.6919773278,17481.3007691803,13710.7826454049,2
812000,33.1136432575004,9134.71626832289,9891.4928171505,4860.82023293952,27793.3649286596,4393.47163772994,7382.02673233046,10106.2785733632,6085.64367450422,2
813000,34.1632309620025,5027.91773779802,4212.97686077144,2998.41478463587,18093.4648974513,2530.80686693371,5350.05738736099,10295.4941048785,3515.3346309752,2
814000,34.3636703109822,3829.30343370152,2696.08032822421,1855.70766140729,16139.0630729793,2140.11218771689,3524.68081994437,9548.00640636897,3362.84545898971,2
815000,34.8958997229537,56949.6792508384,9346.43760039873,9444.95511116951,30613.1350232403,2865.6898712811,4526.87903032541,10786.3750245392,3725.58307251925,2
816000,34.7659731764543,62000.2832423416,10650.1029559013,10423.0607238706,33594.7535952889,2825.16319048152,5205.06450640382,11895.4514840839,3713.33108692627,2
817000,33.8404945136006,128576.314870494,21273.618717802,15072.6053924805,54218.3828554714,4330.11335503837,7021.45444876379,13910.6302570023,5188.32214137827,2
818000,34.838904236349,176743.577094034,30051.5585343946,21253.8547951623,69536.8697714978,4855.00686087426,8904.70361741276,15762.789025951,5702.12876507338,2
819000,37.166198480957,188285.871100161,31469.5363200657,21399.3159618506,70836.7578824213,5488.43001601265,11215.2326062964,17672.6735305378,7781.75398505004,2
820000,39.5792575418375,247289.218373227,36986.252650694,26099.3987115019,86843.487314306,6681.10589547829,12121.5051396616,18512.1547347532,8836.04920468832,1
821000,48.0090810275256,289134.297913727,36865.9898960786,30055.2986722196,105918.793769361,8990.20414946017,13723.7285192822,17640.5701866815,12662.705605279,1
822000,52.4446979955227,318622.123291094,40910.6152106539,34000.805250239,118771.182363773,9669.49293944234,15009.930552299,19860.3029863297,13788.108356842,1
823000,52.569118455719,287377.847721572,38030.9865466901,28730.4031020596,110611.024030638,9469.33798367952,13763.6304093904,17824.544170319,12282.5959233399,1
824000,52.8306125990155,261390.119151575,37536.9939393692,27457.9663588201,109626.907774748,10251.6278083371,16315.1893945016,17289.4939838521,14584.332839014,1
825000,49.0541461529731,240809.513667519,42288.2185314249,31399.9509450115,98953.1157443987,8715.31539606034,17215.6451333503,17345.823784452,12603.1294986955,1
826000,48.0194137958932,265017.384796471,45101.6346795341,27842.4030184126,106496.756815727,9447.42513024485,18051.3530593499,14806.4455122949,13745.9903402395,1
827000,49.7115961096348,332047.587507707,63469.3268895581,33115.0884438593,137201.042811428,9989.32645152104,20370.8724200952,13227.9500363058,14601.3663050223,1
828000,50.2111989153476,355847.193028704,57940.7778127561,32778.8564416363,130972.723683637,8831.46564618359,17348.777443612,13159.9985214058,11935.7185600777,1
829000,45.0615279305088,268601.248932198,43404.0042986117,20413.1736280078,102931.468944777,6709.69681595316,13361.6224353381,11028.5615645551,9294.15850937333,1
830000,38.8247947166413,166922.051426241,28414.6225871817,13835.4126746471,68260.727314256,4750.70048425091,9221.2163863899,9961.83867639707,6996.79984242081,1
831000,31.3633674822012,65659.7986575927,4180.78071124565,5710.95127535429,26410.0932760825,2965.22176085928,4225.02617920971,8470.28422580068,4346.16470304186,1
832000,24.2913785061567,2439.61244382521,2378.382793361,1210.94609721525,10246.1151171935,2316.25971955499,2857.32886904427,5047.77684336932,3421.32223242745,1
833000,22.1382934389493,1647.65629214777,1654.50071950021,900.723498931094,9360.25367097287,2255.46844443156,2693.80068359532,3670.59059467231,2916.78509504734,1
834000,21.5585564518976,1378.39840526521,1348.60260403772,1002.80391089587,7625.61344066123,2599.0433296708,3554.56015397259,2339.85957140536,2743.50143615454,1
835000,22.3226677408649,6742.87927413015,1673.27835294005,2428.37562226233,13346.3791998451,4156.66542946928,5507.99139046633,2543.10879233354,3653.93398700389,1
836000,20.6831738114932,11886.9585630735,2017.36714665592,3495.02820633676,18389.446486318,5298.79479898978,10044.699308346,3533.20709079778,3885.43815454997,1
837000,23.7101665827407,12838.5708506836,2033.49524394826,4070.1695854273,28714.5170409324,5933.47786633952,13378.8794002682,5771.69929823731,3822.67798765711,1
838000,27.5246564392954,89610.2732682592,30207.1714950654,17985.2579233883,73046.829937958,7964.59247245066,19375.5870665733,9505.67065927969,5748.3405537481,1
839000,44.8709207491718,216475.754266284,75127.7797647228,89098.6516604605,146722.787091163,12410.2661059089,25817.1356498245,15798.0524390827,10355.4795145486,1
840000,50.1487512355856,217337.88229651,76214.8235341707,91261.1940731488,158359.218995101,12571.9958891393,22506.7824777201,16357.9430883247,10620.4889106105,1
841000,55.4489930703403,219174.275407968,102334.273425224,107565.683918292,167268.9828319,21313.8745911322,25055.3004364296,16618.0416728707,11743.1104323493,1
842000,66.2128368912746,144259.147927525,86086.9446536353,96953.9279110276,129457.504363169,23370.2773602362,22563.9580055558,17403.0981163367,12717.1743700314,1
843000,58.8737807083925,13895.5972355702,42625.8093435105,26678.1457328425,49072.9762706805,17894.8449280727,14942.3018738995,11163.9583032649,7263.10095865209,1
844000,54.5625974451508,7950.16495975653,41470.0300561802,23859.7884980043,30678.6933972,16243.2516416718,13668.5556018379,9629.28226459884,6449.51038616028,1
845000,47.2967250822426,5182.95158787816,15409.8119595964,6998.61252550232,10114.9461341604,6487.61819792552,7144.38527529137,6907.78793304647,4625.52780422384,1
846000,25.645717896425,3142.59755396385,3100.10147547534,3652.81664959512,2113.9993104449,1632.03479017719,2570.29853318179,1848.90813428894,1026.18617242413,1
847000,20.2987042090878,1575.93027461238,1575.74733437728,2848.87939824986,10649.0120394703,11476.511043365,2835.04383306161,3496.37741001128,857.017768949748,1
848000,21.0254902892997,1463.70970658839,1208.62520355846,2692.06861920693,12364.1836953996,13266.2770670379,2637.17266360848,3875.38978839134,1033.85256491435,1
849000,21.8928035087275,1420.75127446817,1000.39126738107,2707.36597363852,12814.9111229071,13564.9880674678,2778.28973012517,4188.167770164,1132.8027827435,1
850000,25.4110256016305,1517.80889642776,997.55006355879,2822.51289789435,13423.6940672829,13797.2656954563,3118.83932128462,5165.17511943188,1357.03714220601,1
990984,26.6818946476445,1256.96070499907,609.156724814424,1373.18065774482,4303.65684378443,3239.82687610757,1935.24300293608,4647.29008260248,1929.89203271015,1
991984,30.5128599501115,1276.79652027815,553.351707878211,1157.31311122029,3074.42391865099,1546.45942471743,1807.98716111873,8241.84526633865,2396.40923113542,1
992984,32.0068179038715,1283.30234548491,512.734074258443,1169.09738038361,3376.73234242904,1349.44109390256,1835.32744480651,10516.7505404547,2795.11193299187,1
993984,33.4743833015191,1611.79889186792,750.510346221229,1974.41406760388,4619.85574097317,1914.08791509637,2717.73637746167,12552.7565734659,3568.87910253041,1
994984,32.7987947590487,48849.5131231294,6267.39359644805,7388.31327120498,22519.422591939,4128.91329021204,9029.15975933734,13688.307409666,7335.74937155412,1
995984,32.5170364562108,54956.7383164641,9214.32188968327,9257.86001472052,27149.5704358892,5201.03587991721,10110.748234298,13919.6755670665,7369.71181008141,1
996984,35.0477139308096,111213.658168321,18442.2098602567,20929.5673732931,48651.4070879368,8620.87421262376,15370.9028418064,16850.7578079106,9520.83126193542,1
997984,37.8002629362291,190279.900565406,38045.5421587824,27906.2382210749,80419.2036054244,12666.1427638427,17948.7451714197,20646.2825391192,14444.052072905,1
998984,39.1304504586391,158974.337167955,40510.6341029864,25900.4028547805,71962.300102106,11345.9964566307,15290.3224105802,21963.3817787797,12592.0000788906,1
999984,39.8667640028233,217013.011096194,47656.5522529903,33325.6743326129,101720.128561368,14993.9788190099,18030.3609268124,23772.3598382291,14703.6933109881,1
1000984,40.201737117829,230334.406067765,61762.2072464228,28229.4986314416,124224.176798287,18854.9563475817,17049.8294881534,23860.2132658635,17280.7633912719,1
1001984,40.2232901102214,289108.515154678,78661.8780930219,30710.9560707446,190085.58488717,18637.8479737338,22636.8073271869,22067.8857368941,15091.3908564708,1
1002984,43.4444268898295,329890.654914512,82088.8880172626,34527.8432429648,206096.162594229,20045.9858621142,22393.7093769921,19752.0887677631,13243.4645262054,1
1003984,47.1592682554503,284835.367252911,77709.5861877136,26261.5308073466,192962.683639574,17209.783696781,24901.9583420974,16737.6960055091,12610.0164417857,1
1004984,49.3248354626079,337830.343094854,76854.9128159252,34859.1659840995,179026.335621593,13430.6287093442,27082.8048075748,15723.7371620016,9817.74950819875,1
1005984,53.0791257947725,333153.069713487,56914.6365333206,38469.2839079439,128575.3170923,12233.9638960875,23628.3731135504,16674.7431529287,8449.52513906086,1
1006984,52.4588775949067,312452.313931842,56513.5176775272,35811.7796597883,138417.5246564,13494.8316274485,27381.1942342002,17428.3513622639,12928.3628759886,1
1007984,48.2587105531655,298581.150383433,54115.4480277254,36126.930591596,137557.223302246,12134.5212993659,25316.8814747921,20771.188133262,11779.4740625561,1
1008984,45.7213009048326,178391.765123082,33767.4247538679,21611.2031795295,118131.153919985,8867.26242339509,20610.1638870084,22423.7094376367,10952.8509071613,1
1009984,50.0041641545221,47103.5295104299,20414.9468685526,7588.05621150742,79332.0357361273,6413.99735963888,15708.3003310346,25041.6267913508,12764.8632907196,1
1010984,54.3719437536142,15213.4771737795,12761.8649218427,3300.41990098096,50736.0701669602,3536.19403667853,9359.56565153843,29347.4831084807,11837.3518812516,2
1011984,67.2495104244142,46696.4142820721,21194.1160745602,7370.24312738864,52709.9044662626,4673.43131796538,7059.43555154715,33670.346659985,16298.2626873259,2
1012984,75.1460839036431,172279.461414864,33922.417468146,18164.5648255967,73321.8189373768,7441.53807401332,9989.20982942357,34333.8391124742,22450.7806653256,2
1013984,76.5471091682606,242008.346789013,55379.9348835002,26672.9481400262,113019.934100864,9707.80166251875,13743.7410448833,34411.3359270325,27279.00079948,2
1014984,75.2813327600602,243792.594000995,55451.596061406,27211.6123566054,121738.056488406,10182.0594263074,14678.8587420837,32208.9886590333,26545.0181689234,2
1015984,67.8496622988052,208648.124453105,48106.4295771748,23318.15233092,106731.652037129,10335.084964698,13958.23057299,27798.913063518,28051.6975755573,2
1016984,58.8837523071291,82493.7633812101,35636.4561001037,12353.8715872203,82683.4231615324,8259.88303603507,11341.4880405456,21969.3323082259,26093.7692306952,2
1017984,47.3246487637917,10975.1144973522,12692.6889911174,3694.52478025452,36298.9718919673,5727.13306674215,6990.73898481317,14130.060517561,19211.5723574788,2
1018984,44.2484518144404,6902.47449333702,13100.0910809393,3340.89839848801,28316.55225393,5427.72700482535,6553.55313853194,10310.4715005078,19053.8883454857,2
1019984,38.2055836134273,5921.08363446355,11388.2996173221,1904.85408658526,24067.6144012289,4632.8022646002,5563.95534943856,5365.40875017101,15234.0152140332,2
1020984,38.0140277829076,4906.33617619961,11177.9308358569,1593.38617607143,21408.4282998662,4464.19392725493,4655.94157859322,5714.27907844297,11223.5368281025,2
1021984,36.3495495313946,9528.813649002,18849.2488288824,2817.57530369892,42059.9908437573,6070.78190620125,7340.78710854307,6907.19779546663,14592.0612370693,2
1022984,35.2493892362224,12348.2077850635,26761.0234177612,3131.30215984337,58053.331278512,8553.25220375449,10084.1807354503,7460.00488731896,16140.9182716414,2
1023984,39.9556651307741,53682.0057309383,40897.2552472836,14353.482646939,83867.278840448,10952.6454119331,16718.0268583719,8111.29323249501,18478.3398449788,2
1024984,50.0322452659126,143661.903656853,50819.3064618106,21522.1466614283,109990.134026459,12354.8277145396,20844.114638944,10826.1360142889,23756.7444401819,2
1025984,57.1567374111185,270466.474761672,59573.9800803557,31390.1084673843,136400.283522401,11674.9272707752,29118.4144016406,11512.4365451635,21793.8846153732,2
1026984,58.60938492509,347729.468018835,55507.8156957095,35533.5429778516,139496.928404605,11471.7867635488,27513.5412384108,11994.2024764364,19732.4561778845,2
1027984,60.154605969123,421500.868997326,49972.7187535687,37962.4882614427,143792.420198639,10393.6430346474,25634.7025014319,14400.0903509289,20493.1849246522,2
1028984,58.7748395225559,415213.674262826,47663.0633844546,42463.3688146401,145169.725768298,9954.04129609117,24955.3374030176,15817.3452313869,18800.8460544295,2
1029984,56.5171803419655,331609.21564798,39597.3617345277,44177.8506076738,120713.671933174,10417.5858810731,17629.5337723772,22629.9781956778,18022.4387082006,2
1030984,56.2446460680963,321006.541896586,42583.2537166064,43527.6806389651,115824.598973698,9496.82844617687,19122.2744853532,27107.3185024243,19516.7032485807,1
1031984,54.3407664997389,251434.889522552,38615.2526371537,38509.5834425709,108694.799476497,10669.4717623141,18522.1652234159,33587.51160631,20980.4027674652,1
1032984,52.6925568149316,288068.397540243,43167.4501070269,33552.0296435531,108097.444310412,12081.1383785566,17517.4008746245,33420.5133759343,22224.3183351801,1
1033984,53.7444882215139,327899.180475592,43200.6283977753,35536.4189235715,106947.976116509,11304.8252261518,18932.8708654059,29095.9135866658,22125.3137305482,1
1034984,55.0196858599278,335845.601678352,53746.0667796711,41086.5772050118,126509.378209334,12647.4287969418,20465.3522713254,26381.1616645278,20812.9377061116,1
1035984,52.0448297617509,298596.110117586,68369.262795332,37096.171728054,149473.98147976,16160.1210593253,29314.789414701,18717.8853094196,20295.4230787925,1
1036984,46.9597767041052,179534.723516513,55662.3592815662,31703.3033071121,126557.079330919,14912.6972001389,28783.6392211877,14620.2908632148,16103.7274096872,1
1037984,41.0292708162593,93912.8603380384,48166.3178529113,19939.3927692646,115116.62760338,17199.9088429193,27280.7562437155,10773.2209543193,16201.2152620395,1
1038984,33.3494872300027,15997.8972801156,28098.2209733635,10712.3176092089,79458.1124281489,16017.7099504188,23760.3607630775,7720.12396584401,14357.2487539068,1
1039984,32.1179705162441,13327.1309624808,11871.1151689662,15987.6450619488,46247.719254673,15361.9474845921,19259.1832841343,5409.49597611402,8885.87038706813,2
1040984,31.8342991946048,12208.4932234139,10780.3499763245,15160.0916461043,42096.9048854496,16545.6417597868,18945.4594864643,5648.68474196879,7687.20125397576,2
1041984,32.9452566561013,10254.9441996646,8733.16263217271,13524.7914255799,32716.4170465648,16234.4085027134,15855.8753000388,5897.77098471132,6589.36642425489,2
1042984,37.099277649093,9649.02516088082,8650.87860051204,13920.0304664857,33258.9292918924,18733.6751137381,16701.9642106658,5843.41166162327,7597.94841238048,2
1043984,39.5066126409221,4361.42184722485,3748.89994579372,4516.70887916114,24481.7448506282,15898.0304681902,9516.72584564306,7819.02061172797,9526.52957509398,2
1044984,39.391486017269,4134.3929704506,4047.38267546201,3823.71589174571,27932.0610541428,16697.4296692857,7663.57086031797,9468.49075882427,11299.8871152978,2
1045984,40.0155187323486,4264.03647010573,4160.4404002334,2825.22064158402,31606.3941969608,16418.3437626036,8595.17748509771,11328.5572108343,12849.3265420816,2
1046984,39.4378228631724,4758.56826311665,3888.8159391307,1958.96617938534,37849.1911810782,14818.4646662707,7804.24181751903,15556.9219806389,14290.7043070159,2
1047984,40.0537389118554,4565.50147848326,3659.84825440323,1550.14039156426,40792.6902086011,13357.4875277147,7056.47344993634,18249.4354414385,13447.979168705,2
1048984,41.4151479150405,4473.94919923991,3297.79047765627,1574.83592777649,37868.8399235205,10977.4531282425,8004.59020761393,17229.1867235913,12099.0769246254,2
1049984,43.4910880765631,4417.43285466655,3416.22179289796,1351.41116651317,44143.4098736588,13419.6627547966,8673.55219432481,17572.1504063437,11520.5523828899,2
1050984,43.5320315301793,5287.64248859352,3875.46675590176,1474.39593946502,50541.4934814228,17669.7537921114,9500.14934255964,17764.6634727611,10712.9196050839,2
1051984,42.1457718999477,5688.8258685111,4088.08338277778,1398.21097916295,50775.5976720363,20057.5816299508,11051.2569157671,15807.7649290592,9446.41773640064,2
1052984,40.5501480487512,5406.95857730886,4157.58490877563,1500.20724871113,50711.7443263543,21817.1477935931,12422.7066966262,16940.5043222485,8853.28766291959,2
1053984,37.4729165917234,5046.97553556061,3473.322712791,1530.53086367914,44347.1422631697,18703.3674397949,12605.5962576923,15543.5380871223,7369.92382879003,2
1054984,33.9487607838807,40830.9433136899,17698.7640298028,13122.362706563,50956.847927771,13389.5378492593,15407.36751239,12951.0371786003,5661.50376044536,2
1055984,30.9638269477522,52419.4047314628,21840.4482251705,14850.729434396,52410.7970558678,10007.2946702187,16518.1600761523,11007.0616969124,4861.53396330298,2
1056984,32.7180895257418,77112.5670590047,25336.3708812082,16109.9867535842,61610.1532067314,8383.64201012702,19012.8112909463,12307.349772449,6212.31716623226,2
1057984,38.563284151223,122049.287536157,28666.7328020014,20256.5478573495,73759.3928490151,8355.90226249184,20716.0935321705,12925.5876824715,7315.0632750103,2
1058984,44.4967851961844,218903.83452365,31500.8576157967,16823.8315919319,106368.463961712,7467.59435216648,26409.8182123133,13008.3168447435,8940.39855392448,2
1059984,51.1979727840715,280783.753442618,39282.8447259549,24219.0449616861,121508.145904771,9066.28549095693,26591.243838945,16610.768825865,12752.9781441583,1
1060984,52.2918727894254,390641.240087052,42065.4312046931,29335.2116634113,128515.682242152,9413.95063823066,27666.1062783173,14505.3054929349,13413.0534624552,1
1061984,54.2093446527022,405882.82095477,43464.4813503183,32453.7494086484,126723.574615892,8020.01004095312,29075.3984652182,15536.5394072977,13059.7710348861,1
1062984,54.5706284264037,383852.978599499,41451.4711355688,37215.9044888678,106692.305515088,8740.94476326839,22182.2995648859,16983.3412162676,13753.2784747286,1
1063984,54.6516151303775,447334.432022201,48178.1171343591,39528.9772147183,147917.962811983,9294.07311787174,25365.3868373843,17235.9574619799,13842.248604379,1
1064984,55.3651034300922,386362.687457951,58504.4920666383,43625.8723397496,166860.652319226,9276.15806332015,24308.6743974886,21868.2627304976,13783.6018708078,1
1065984,50.5657786225396,352587.630833405,65097.3573667473,38927.4896044779,178571.63859531,9963.9389939007,21383.6240033846,24746.8696787886,14514.8331877071,1
1066984,47.1932908188395,296406.244919632,63357.0763359195,30306.3833437613,165588.776596471,10883.0120117818,20718.3188199781,23948.0271776602,17427.103766455,1
1067984,46.5187213397438,295515.580418401,107861.592875059,37241.5698443919,246725.206556752,17380.9479847471,27313.3442082672,28227.8469302088,25956.3485419508,1
1068984,49.1186439701648,362916.881341607,168674.312506005,41362.3724301452,323876.334555171,23757.2630997792,38330.5324722959,42224.4508362311,36996.4131476925,1
1069984,54.1561046815185,472539.187512198,191546.74437836,56225.4793991564,377917.405877784,26915.5468060882,46215.0205222368,48548.3169036376,43372.8451019767,1
1070984,56.8643716643601,540125.073983715,222228.74835523,59616.4714073544,430358.444965084,30726.7514445181,54459.0878587916,51561.5809151629,43988.86086368,1
1071984,56.4140108493712,501614.505560281,210304.344235282,47180.2549490519,361553.056941383,26735.6485721383,56754.9105601736,47262.7012297285,39016.6720801934,1
1072984,53.0326795634165,495053.526606508,156868.118712414,44182.7468965985,284378.073151141,28679.4348134644,50882.4925998017,36210.3015696381,39172.1872669821,1
1073984,50.4513576542074,542106.399214706,258518.800831989,44591.8523609616,368596.296259354,53038.3576221899,55777.2813233567,29042.9552626508,41494.2605555563,1
1074984,51.3587517682427,537260.062726522,244321.715578834,42833.2039596062,356603.034653416,55403.2272938856,55058.3274313328,31481.6619843938,44650.7077399582,1
1075984,49.3329523983281,505282.517915289,221957.281634669,45572.1407234482,320280.029411192,55615.1336562129,45418.4997124863,34968.6690022621,45934.3868824891,1
1076984,47.711971132888,400612.96494831,208165.641026391,38225.9693596583,316025.618720207,48503.3045015965,41979.0710420181,28679.8826880992,36379.2739836704,1
1077984,44.0281507514044,292224.72338917,84714.6134980408,31165.1627163168,183006.104759464,23779.6420137095,34346.4797121855,30582.8713207017,32466.789741941,1
1078984,40.3943080965486,292785.149821043,77779.7858317317,37481.7217285595,161821.887675133,18351.9151009207,27346.1410853617,26442.8590702257,25811.6123854331,1
1079984,40.4494828401529,271886.054076256,57009.1144366013,42976.5818427815,141451.936716375,14606.2505509062,29167.6620879994,27275.7160054581,19445.8567405644,1
1080984,41.402261872383,263466.454843551,56439.0974795485,65902.2162294698,139525.913562009,14254.7536037719,28023.5632387922,28648.4312856575,18782.6188015748,1
1081984,48.1726095578673,190608.120948302,44667.1262796585,57975.2424674584,115921.568427595,12009.7990779976,21641.5108182054,25222.4350811014,13498.5272592461,1
1082984,56.0796234701213,86895.9820770937,53624.8059713839,76374.3777924044,154305.235729769,15109.4244463337,23079.6539133732,24633.8529258326,19555.0656783409,1
1083984,58.8751607223711,78978.9643135938,48454.182597405,65210.0125084915,154286.460025688,15338.0102483562,23219.0117666361,22753.0398780692,21910.5843552277,2
1084984,70.8857785557493,64709.0996939033,39572.0211074369,42232.5925971685,135584.330967555,15588.6943939079,22902.8360224338,23310.5580899943,21404.113278232,2
1085984,73.298246574667,63464.5091736388,39078.7436517067,39818.2881884898,130745.804125958,16656.8577576971,24055.3701135575,21066.9845132202,21732.1951321948,2
1086984,73.8581883959075,55435.1969417692,7832.40431410376,11792.2423218155,59186.4145705989,12387.9823124689,25979.2690930321,22074.1388616645,18787.1285026197,2
1087984,77.3223607474925,19446.3121682352,4381.35954441017,9415.5933390191,44568.770237204,12981.5419377791,22875.3565249993,20617.3282031526,17196.0147989606,2
1088984,81.5624847739663,22882.5991707154,4222.15502067967,8767.56519560466,45970.9673427648,13600.9580681179,20572.3582737652,17856.4378190833,21280.8898332569,2
1089984,81.4245227826094,27917.4153331098,4462.96686476627,8852.15562257435,59221.2663468044,13424.252682442,20746.6311722304,19180.9239189748,22993.5513411761,2
1090984,84.6622695508798,29630.8261144035,5179.42731606519,7101.97333857131,81273.8385059765,15111.7194117867,15786.205116538,17360.7028524459,23340.6019238681,2
1091984,77.8601127582658,30118.2930872479,6077.09089041178,6915.21719406567,80213.8440373278,15392.4113868161,12288.0099666537,12602.5334294391,22340.481491265,2
1092984,59.6844694770273,20353.6552228617,6210.10909143568,3919.74924068912,69134.6135021316,13125.3402614617,10230.4112128131,10731.8273895138,16286.2570614298,2
1093984,49.9131556032912,110419.294730421,25523.2680124176,17392.5881185709,101704.079931561,14274.3773011063,16744.1229594819,9992.76221476367,18224.8686720583,2
1094984,32.0716506650089,101803.655856236,23634.782681522,16574.8202102972,70943.5272405722,10421.0111872176,15668.9502339369,7735.75792872953,12891.4585757931,2
1095984,37.5483609772095,272066.758666496,35463.7428436576,30805.5641079769,129098.079167312,10956.1923116259,26790.651910023,8285.81519658741,16718.4628369516,2
1096984,44.2487105202211,438019.323675573,48998.1340083958,39465.0441655141,166104.725250892,12386.2673974569,30615.8418258606,14687.1481115642,18673.2624795729,2
1097984,51.8824445206003,672145.003098632,184201.568153688,51121.2895350003,353564.163634367,20180.4214825881,48688.8115059579,22418.6690806922,27571.2409844745,2
1098984,53.787964716684,870961.20731083,290163.363181105,65459.6178603747,551637.619841519,41614.6543949919,67340.1652761237,31203.6048743408,41265.7361622056,2
1099984,58.0706308704652,844390.811312758,386920.916300995,76121.6857038629,685209.38669649,59665.5641483415,69190.5958753923,39466.2829258767,55765.4593973034,2
1100984,56.0757740949054,832164.468969389,422948.132070383,75504.842999087,773762.082065809,65773.0321175006,75532.8014590891,47490.3800999159,70547.925414751,2
1101984,53.8742406426279,680178.336412856,305112.641462437,61067.0483899103,603437.796924026,65443.6690739038,54936.0816546177,47045.1583575664,69563.2512242809,1
1102984,51.4783774512869,547619.105414204,215666.52269469,58857.7912811753,446520.15356621,48521.0616738796,39984.4853480009,40315.9897445165,59593.9590255971,1
1103984,48.076400996295,608825.383597539,228586.727033493,55700.8149270071,427206.757091747,42589.3729654359,38381.8418540964,39764.0204907786,56837.8786970205,1
1104984,47.8611969780118,561525.9763506,219898.427956835,59429.9840520014,371492.284692326,37908.0860670884,34462.3193346599,31675.8287935903,46987.4489693995,1
1105984,47.9354311666694,593056.500717283,206677.271372804,65702.9359765022,354488.559879879,29807.5829231745,42592.9215467362,23656.1257339545,39226.076764132,1
1106984,52.6970048231474,644107.079920791,204047.954278525,63507.5986077236,366553.897458591,26990.7667451998,44983.8061799183,22693.828306868,35628.137417454,1
1107984,52.3987430373636,630394.477592601,111822.25313831,52482.8909030281,230634.35028526,14281.3694220446,44993.2357230736,15265.7746650074,19011.7533745036,1
1108984,52.7352175963154,755880.055029297,104341.262629384,51287.9989288066,226308.901857772,15306.8987024215,49742.792255615,12593.6150759949,14357.4598874286,1
1109984,52.4778426704625,792183.397413412,106873.420618762,48744.4677963434,251768.70328101,14242.4685033239,48050.101432828,24347.2572053114,11942.2448929548,1
1110984,46.297880178092,687552.476723869,94921.692556537,39506.7677730505,211028.598443195,13394.8723437689,42053.0304633126,29142.1700742598,11279.5215106845,1
1111984,43.9243548369331,494580.587621997,65855.5050303225,28377.8074521218,167679.907259434,11150.1425899956,30089.6854588981,29097.6784928527,12917.3641784508,1
1112984,58.2654721766294,261995.371805946,31642.5659869697,17337.1375755698,97153.4259668627,5766.56815930925,17835.1494505202,30155.9583474951,10894.7287527637,1
1113984,59.336112503535,38371.4243890714,13180.407572253,8452.97226390251,50236.8746307094,5556.99282322,11488.6615268309,22838.056180592,10867.8982253566,1
1114984,67.6587675354209,74614.509061361,16333.2163594237,19302.1916262006,89991.7271078339,10528.8026850931,17221.8174824768,20453.102765677,20212.8548332787,2
1115984,68.311109169408,75779.722439774,15442.475854022,21158.7725322122,96143.2241200812,10614.0272839466,17961.752420352,21476.653149505,20116.0920941974,2
1116984,59.829136642734,76747.2088813481,15276.529408745,21644.2413344472,101633.341680567,11888.7007327055,18149.9583859132,18712.3069129598,21204.2097141902,2
1117984,65.046589749465,55128.574883843,7214.39416992856,15765.6428044677,76516.0769367009,11141.3799981892,11606.239600743,17461.1798519075,20689.6625711351,2
1118984,63.7357183896059,4948.38121234018,1651.37732504552,4187.13062329445,22662.933719496,4978.98661357105,5067.79472731364,17970.2388283279,12826.1931567416,2
1119984,80.7640778172611,26314.1824979802,11173.9139334119,35185.9033552064,46369.9283514574,5556.2182358515,6436.95401628664,27573.3227009973,17536.3598125205,2
1120984,88.299507701219,47950.1424571007,12288.1295663887,38109.0102587374,61978.6841925275,7580.57661598138,10104.2813762516,29434.1212518418,21052.721995232,2
1121984,101.656236557235,55800.5686168999,17767.013259062,43559.007396879,102043.640511334,9797.11353690015,17885.2721219532,31789.72057539,25473.039323236,2
1122984,99.8373149676425,62520.9662924802,20379.6494933508,47114.0182237897,129615.582262205,20073.8761492647,26809.3565037752,31007.7417362041,36277.5146503574,2
1123984,89.2296195015934,158205.447698618,43913.7248102556,34032.3298077248,144493.451116459,26045.484074311,31200.4292381159,25244.2611810162,35897.3526888473,2
1124984,84.1633913748974,489235.807674688,290643.297423957,151957.376563013,526331.33848945,64880.8860279873,63926.9609923534,35732.7010000957,58567.7834870379,2
1125984,65.0629191343418,846607.227809953,477567.289010623,190073.143539907,811642.003027905,92594.1135288186,77686.6057231316,37016.907862713,71802.3874939124,2
1126984,65.5146439488329,961315.22708368,559549.681326624,190161.21778974,866577.111747846,93049.6820981071,80429.9622059169,44564.537268298,71674.7434724332,2
1127984,65.7358270902512,923971.075719296,576138.70567191,179937.279051485,907422.922540239,98020.5720206169,84457.0869913564,46273.741990836,72449.8682844493,2
1128984,58.4562009780361,696054.560070358,349357.24510666,65658.6722573109,555727.421899339,60512.3114579046,51923.728302722,34232.6844931168,46138.0207389665,1
